Content,Category,Case_Status,Profit_Center
"Agent Max - Comm100 has joined the chat.
[2024/05/22 23:54:36]:Max - Comm100:Hello Sofia Martin [Support Agent] , thank you for contacting Comm100! How may I assist you?
[2024/05/22 23:56:44]:Sofia Martin [Support Agent] :mam i have a request 
that we have some error in our sites so because of this we are unable to login so that why we need to extend trial more 1-2 days more so can you please extend it 2 days more just 2 days only
[2024/05/22 23:57:21]:Max - Comm100:one moment
[2024/05/22 23:58:14]:Sofia Martin [Support Agent] :ok
[2024/05/22 23:58:37]:Max - Comm100:done
[2024/05/22 23:58:41]:Max - Comm100:extended extra 2 days.
[2024/05/22 23:58:46]:Max - Comm100:anything else I can assist you with today?
[2024/05/22 23:59:05]:Sofia Martin [Support Agent] :thats enought thank you 
[2024/05/23 00:00:02]:Max - Comm100:no problem have a great day
Agent Max - Comm100 has sent a rating request to the visitor.
Agent Max - Comm100 has left the chat.
The chat is ended.(2024/05/23 00:01:33)
",Billing: Ask for Extension,Answered/Solved,SMB & APAC ENT
"Agent Max - Comm100 has joined the chat.
[2024/05/22 23:11:18]:Max - Comm100:Hello Gabi O, thank you for contacting Comm100! How may I assist you?
[2024/05/22 23:11:33]:Gabi O:I neerd to update my signature on comm100 for support@inkblottherapy.com 
[2024/05/22 23:11:45]:Gabi O:the signature images is not appearing
The visitor has sent a file: image.png
[2024/05/22 23:12:57]:Max - Comm100:you need to insert the image into the email editor via the image insert tool
[2024/05/22 23:13:02]:Max - Comm100:you cannot just copy and paste it
The visitor has sent a file: image.png
[2024/05/22 23:13:26]:Gabi O:The images are not appearing after I copy and past
           

 
GreenShield means, collectively, Green Shield Canada (GSC), Green Shield Association, and Green Shield Holdings Inc., which is the primary company that houses health services and benefits administration businesses, including Inkblot Therapy, Tranquility, NKS Health Canada, The Health Depot Pharmacy, Benecaid, Honeybee, BCH Consultants and Computer Workware Inc. Green Shield Holdings Inc. is a wholly owned subsidiary of the not-for-profit Green Shield Association.

[2024/05/22 23:13:33]:Gabi O:copy and paste*
Agent Max - Comm100 has sent a file: 2024-05-22T15-13-37-839Z.png
[2024/05/22 23:13:41]:Gabi O:Please assist asap
[2024/05/22 23:13:47]:Gabi O:It doesn't work 
[2024/05/22 23:13:53]:Max - Comm100:like I said above, you cannot copy paste it
[2024/05/22 23:14:05]:Max - Comm100:you need to insert the image via the insert image tool
The visitor has sent a file: image.png
[2024/05/22 23:14:22]:Max - Comm100:you need to enter the URL
[2024/05/22 23:14:42]:Max - Comm100:upload the images into your knowledge base images or somewhere else then copy the url there.
Agent Max - Comm100 has sent a file: 2024-05-22T15-16-02-727Z.png
[2024/05/22 23:16:24]:Gabi O:Ok hold up 
[2024/05/22 23:18:50]:Gabi O :I still don't see it 
[2024/05/22 23:18:59]:Gabi O :on comm100 preferences after adding the image
[2024/05/22 23:19:04]:Gabi O :do I need to log out and log back in? 
[2024/05/22 23:19:21]:Max - Comm100:what do you see can you share a screenshot
The visitor has sent a file: image.png
[2024/05/22 23:19:53]:Max - Comm100:I meant on your agent console
[2024/05/22 23:19:53]:Gabi O :I added it but I still can't ad it on my comm10 signature
[2024/05/22 23:20:00]:Max - Comm100:under the signature settings
[2024/05/22 23:20:49]:Gabi O :its not there
[2024/05/22 23:20:52]:Gabi O :picutre
Agent Max - Comm100 has recalled a message.
[2024/05/22 23:21:12]:Max - Comm100:share a screenshot of what you have please
The visitor has sent a file: image.png
[2024/05/22 23:21:18]:Gabi O :nothing it is not appeafring
[2024/05/22 23:21:39]:Max - Comm100:did you insert it via the source url?
[2024/05/22 23:21:52]:Gabi O :where do I get that? 
[2024/05/22 23:21:56]:Gabi O :There is no url 
[2024/05/22 23:22:39]:Max - Comm100:one moment
[2024/05/22 23:23:19]:Gabi O :this is the url I retrieved from the image: C:\Users\Gabi Orbezo\OneDrive - Benecaid Health Benefit Solutions\Desktop\Picture1.png
[2024/05/22 23:23:29]:Gabi O :but it is not populating on the signature 
[2024/05/22 23:23:48]:Max - Comm100:no, that is the internal directory url which wont work because you need a link url
[2024/05/22 23:24:16]:Max - Comm100:click on your knowledge base image
[2024/05/22 23:24:27]:Gabi O :I did that already
[2024/05/22 23:24:50]:Gabi O :check my lscreenshots above
[2024/05/22 23:24:56]:Gabi O :it is not working 
[2024/05/22 23:24:56]:Max - Comm100:then right click the image and select open in new tab
Agent Max - Comm100 has sent a file: 2024-05-22T15-24-55-816Z.png
[2024/05/22 23:25:04]:Max - Comm100:I wasnt done yet
[2024/05/22 23:25:24]:Gabi O :next
[2024/05/22 23:25:40]:Gabi O :I did copy image link
[2024/05/22 23:25:40]:Max - Comm100:copy the url of the new tab into the source of the image
[2024/05/22 23:25:44]:Gabi O :And it DOES NOT WORK
Agent Max - Comm100 has sent a file: 2024-05-22T15-26-23-522Z.png
Agent Max - Comm100 has sent a file: 2024-05-22T15-26-47-683Z.png
[2024/05/22 23:26:57]:Max - Comm100:It does work as I just did it
[2024/05/22 23:29:22]:Max - Comm100:were you able to add the image via the knowledge base URL link?
[2024/05/22 23:34:30]:Max - Comm100:Are you still there with me?
[2024/05/22 23:51:41]:Max - Comm100:I haven't got any reply from you. It seems that you’re not available at the moment. I am going to leave this chat now. If you have any other questions, please feel free to try us again anytime. Bye for now and have a great day!
Agent Max - Comm100 has left the chat.
The chat is ended.(2024/05/22 23:51:48)
",Support: Ticketing & Messaging,Answered/Solved,Vancouver ENT
"Agent Max - Comm100 has joined the chat.
[2024/05/22 23:06:13]:Max - Comm100:Hello Riccardo, thank you for contacting Comm100! How may I assist you?
[2024/05/22 23:06:54]:Riccardo:Hi, How do I remove auto logout?
[2024/05/22 23:07:16]:Riccardo:I want my account to always stay connected even if I don't use it
Agent Max - Comm100 has sent a file: 2024-05-22T15-07-39-008Z.png
[2024/05/22 23:08:54]:Riccardo:where do I get there from?
[2024/05/22 23:09:21]:Max - Comm100:agent console > Click your avatar (Top-right) then click Preferences
The visitor has sent a file: Screenshot 2024-05-22 alle 17.10.32.png
[2024/05/22 23:10:52]:Riccardo:I can not find it
[2024/05/22 23:10:55]:Max - Comm100:like I said, in the agent console, not the dashboard.
[2024/05/22 23:11:06]:Max - Comm100:where you chat with people
The visitor has left the chat.
The chat is ended.(2024/05/22 23:13:30)
",Support: Live Chat,Answered/Solved,SMB & APAC ENT
"Agent Kashif - Comm100 has joined the chat.
[2024/05/22 18:52:23]:Kashif - Comm100:Hello, Thank you for contacting Comm100! My name is Kashif, how may I assist you today ?
[2024/05/22 18:52:27]:Alexandra :Hello
[2024/05/22 18:52:50]:Alexandra :We had an error with one of our email channels
[2024/05/22 18:52:55]:Alexandra :IT fixed it
[2024/05/22 18:53:06]:Alexandra :when I look int he dashboard, everything seems ok
The visitor has sent a file: image.png
[2024/05/22 18:53:35]:Alexandra :But I cannot send any email from the support@smtpauthrelay.com email
The visitor has sent a file: image.png
[2024/05/22 18:55:01]:Kashif - Comm100:Can you please disabling then enabling and check if that fixed the issue? In meantime, I will look into this.
Agent Kashif - Comm100 has sent a file: 2024-05-22T10-53-22-400Z.png
[2024/05/22 18:55:09]:Alexandra :I did
[2024/05/22 18:55:12]:Alexandra :I will do it again
[2024/05/22 18:55:42]:Alexandra :testing
[2024/05/22 18:57:29]:Alexandra :Same
[2024/05/22 18:57:36]:Alexandra :cannot send the emails
[2024/05/22 18:57:51]:Kashif - Comm100:Please bear with me while I am looking into this.
The visitor has sent a file: image.png
[2024/05/22 18:58:39]:Alexandra :I receive this message every time when I try to send an email
[2024/05/22 18:59:05]:Kashif - Comm100:Sure thing. Please take your time.
[2024/05/22 19:04:39]:Alexandra :It's the same
[2024/05/22 19:05:39]:Kashif - Comm100:I will report this to the team and get back to you as soon as possible.
Ticket 40345 created successfully. The chat transcript will be attached to this ticket after the transcript is saved in the system.
[2024/05/22 19:07:16]:Alexandra :It seems it s working now
[2024/05/22 19:07:20]:Alexandra :I tried just now
[2024/05/22 19:07:23]:Alexandra :just a sec
[2024/05/22 19:07:30]:Kashif - Comm100:Awesome.
[2024/05/22 19:07:34]:Kashif - Comm100:Take your time.
[2024/05/22 19:08:11]:Alexandra :all good
[2024/05/22 19:08:14]:Alexandra :I received the emails
[2024/05/22 19:08:26]:Kashif - Comm100:Glad to hear that.
[2024/05/22 19:08:46]:Kashif - Comm100:Is there any thing else I can assist you with ?
[2024/05/22 19:12:10]:Alexandra :nope, that's it!
[2024/05/22 19:12:13]:Alexandra :thank you
[2024/05/22 19:12:20]:Kashif - Comm100:Thank you for contacting Comm 100 today!
 Have a great day ahead!
[2024/05/22 19:12:29]:Alexandra :you too
The visitor has left the chat.
The chat is ended.(2024/05/22 19:19:30)
",Support: Ticketing & Messaging,Answered/Solved,Vancouver ENT
"Agent Mia - Comm100 has joined the chat.
[2024/05/22 14:45:30]:Mia - Comm100:Hi Datamatics Demo , thank you for contacting Comm100! This is Mia. How may I help you?
[2024/05/22 14:45:41]:Datamatics Demo :hi there 
[2024/05/22 14:45:51]:Mia - Comm100:hi
[2024/05/22 14:45:59]:Datamatics Demo :i have one more question 
[2024/05/22 14:46:12]:Datamatics Demo :when i m creating an intent 
[2024/05/22 14:46:22]:Datamatics Demo :and in the intent i m adding a url 
The visitor has sent a file: image.png
[2024/05/22 14:47:22]:Datamatics Demo :but when use chat bot via live message it is not displaying 
[2024/05/22 14:47:28]:Datamatics Demo :it says not available 
[2024/05/22 14:47:50]:Datamatics Demo :but i can open it on google 
[2024/05/22 14:47:52]:Datamatics Demo :easily 
[2024/05/22 14:48:10]:Mia - Comm100:it says not available -Do you have a screenshot for this?
Agent Mia - Comm100 has sent a file: 2024-05-22T06-53-10-445Z.png
[2024/05/22 14:53:36]:Mia - Comm100:It seems your website block it, please check with your web developer
[2024/05/22 15:08:14]:Mia - Comm100:Are you still there with me?
[2024/05/22 15:31:44]:Mia - Comm100:I haven't got any reply from you. It seems that you’re not available at the moment. I am going to leave this chat now. If you have any other questions, please feel free to try us again anytime. Bye for now and have a great day!
[2024/05/22 15:35:06]:Datamatics Demo :hi 
[2024/05/22 15:35:12]:Datamatics Demo :i saw the message 
[2024/05/22 15:35:55]:Mia - Comm100:hi
[2024/05/22 15:36:02]:Datamatics Demo :hello 
[2024/05/22 15:36:35]:Mia - Comm100:Anything else I can help at this point?
[2024/05/22 15:37:20]:Datamatics Demo :yes testing the link 
[2024/05/22 15:37:25]:Datamatics Demo :one minute 
[2024/05/22 15:37:48]:Mia - Comm100:ok
The visitor has sent a file: image.png
The visitor has sent a file: image.png
[2024/05/22 15:40:14]:Datamatics Demo :i added google 
[2024/05/22 15:40:19]:Datamatics Demo :that is also not working 
[2024/05/22 15:40:24]:Datamatics Demo :in the hyperlink 
[2024/05/22 15:40:27]:Datamatics Demo :can u check 
[2024/05/22 15:40:42]:Mia - Comm100:Please send the URL here
[2024/05/22 15:40:59]:Datamatics Demo :which url ?
[2024/05/22 15:41:11]:Mia - Comm100:The url you added
[2024/05/22 15:41:18]:Datamatics Demo :https://www.google.com/
[2024/05/22 15:42:12]:Mia - Comm100:Checking
The visitor has left the chat.
The chat is ended.(2024/05/22 15:45:30)
",Support: Bot,Escalate to R&D,Vancouver Partner
"Agent Mia - Comm100 has joined the chat.
[2024/05/22 14:24:56]:Mia - Comm100:Hi Batur, thank you for contacting Comm100! This is Mia. How may I help you?
[2024/05/22 14:25:38]:Batur:Hi, Mia I am waiting for a return from Brian regarding the purchase of Comm is a bit urgent
[2024/05/22 14:25:46]:Mia - Comm100:Hello Batur
[2024/05/22 14:26:14]:Batur:He just wrote now thank you.
[2024/05/22 14:26:30]:Mia - Comm100:Great, no problem
[2024/05/22 14:26:52]:Mia - Comm100:Have a nice day ang bye :)
[2024/05/22 14:27:00]:Batur:Bye thanks. 
The visitor has left the chat.
The chat is ended.(2024/05/22 14:29:30)
",Support: Queue & Voice & Outreach & Others,Answered/Solved,SMB & APAC ENT
"Agent Mia - Comm100 has joined the chat.
[2024/05/22 13:55:35]:Mia - Comm100:Hi Jane Xie , thank you for contacting Comm100! This is Mia. How may I help you?
The visitor has sent a file: image.png
[2024/05/22 13:55:45]:Jane Xie :我有个问题
[2024/05/22 13:56:07]:Jane Xie :为什么用户发送离线消息的时候，如果我添加联系人重新联系他
[2024/05/22 13:56:11]:Jane Xie :会弹出这个报错
[2024/05/22 13:56:15]:Mia - Comm100:Hi
[2024/05/22 13:56:24]:Jane Xie :为什么一定要合并到已有的ticket呢？
[2024/05/22 13:57:36]:Mia - Comm100:前面那句话说了 你不能添加重复的联系人
[2024/05/22 13:58:01]:Jane Xie :那我要回复他，回复不了啊
[2024/05/22 13:58:26]:Mia - Comm100:你可以合并到之前的联系人
[2024/05/22 13:58:53]:Jane Xie :怎么合并？
[2024/05/22 13:59:30]:Mia - Comm100:或者你可以change contact
The visitor has sent a file: image.png
Agent Mia - Comm100 has sent a file: 2024-05-22T05-59-30-734Z.png
[2024/05/22 13:59:49]:Jane Xie :这个联系人系统里面有的
[2024/05/22 13:59:52]:Jane Xie :为什么我不能直接回复？
[2024/05/22 13:59:57]:Jane Xie :还弹出这个报错？
Agent Mia - Comm100 has sent a file: 2024-05-22T06-00-21-970Z.png
[2024/05/22 14:00:32]:Mia - Comm100:contact tab有显示吗
[2024/05/22 14:00:54]:Mia - Comm100:需要contact tab显示联系人信息才可以回复
[2024/05/22 14:01:14]:Jane Xie :contact tab 添加了，又说重复了啊
[2024/05/22 14:01:17]:Jane Xie :我刚刚发给你了啊
[2024/05/22 14:01:46]:Mia - Comm100:contact tab显示联系人信息才可以回复的
[2024/05/22 14:02:23]:Mia - Comm100:他是在你的contact list里但是没显示在contact tab
[2024/05/22 14:02:40]:Jane Xie :他们一开始不是设置了邮箱的吗
[2024/05/22 14:02:57]:Jane Xie :他们在offline message 界面已经输入了自己的邮箱了的
[2024/05/22 14:03:04]:Jane Xie :为什么还要这么麻烦添加联系人
[2024/05/22 14:03:16]:Mia - Comm100:邮箱跟contact是不一样的
Agent Mia - Comm100 has sent a file: 2024-05-22T06-03-40-293Z.png
[2024/05/22 14:04:18]:Mia - Comm100:你现在可以去change contact 然后用邮箱去搜一下 你之前加的联系人
[2024/05/22 14:04:34]:Mia - Comm100:选择之后保存就行
[2024/05/22 15:03:24]:Mia - Comm100:有问题再联系 拜拜
Agent Mia - Comm100 has left the chat.
The chat is ended.(2024/05/22 15:03:34)
",Support: Ticketing & Messaging,Answered/Solved,SMB & APAC ENT
"Agent Mia - Comm100 has joined the chat.
[2024/05/22 13:26:51]:Mia - Comm100:Hi Datamatics Demo , thank you for contacting Comm100! This is Mia. How may I help you?
[2024/05/22 13:27:03]:Datamatics Demo :hi there 
[2024/05/22 13:27:12]:Mia - Comm100:hello
[2024/05/22 13:27:20]:Datamatics Demo :i have raised a concern regarding chat bot yesterday 
[2024/05/22 13:27:50]:Datamatics Demo :i have configured a chat bot and also assigned to a campaign 
[2024/05/22 13:27:59]:Datamatics Demo :but still it is picking old one 
[2024/05/22 13:28:08]:Datamatics Demo :not the one which i made 
[2024/05/22 13:28:12]:Datamatics Demo :can u please check 
[2024/05/22 13:28:34]:Mia - Comm100:Did you check the email I sent to you?
[2024/05/22 13:28:50]:Mia - Comm100:You are triggering a taskbot in the pre chat
[2024/05/22 13:28:53]:Datamatics Demo :yes but i cannot see the image attached to it 
[2024/05/22 13:29:13]:Mia - Comm100:I resent the images earlier
Agent Mia - Comm100 has sent a file: 2024-05-22T05-29-47-071Z.png
[2024/05/22 13:30:11]:Mia - Comm100:Please check if you still cannot see the image in the email
[2024/05/22 13:30:19]:Mia - Comm100:If no, I will share the images here
[2024/05/22 13:30:47]:Datamatics Demo :okay so what should i do to fix it 
[2024/05/22 13:31:42]:Mia - Comm100:please review the email content
[2024/05/22 13:32:11]:Mia - Comm100:I mentioned in the email, your taskbot miss to select agent
[2024/05/22 13:32:58]:Datamatics Demo :can u please check the bot now 
[2024/05/22 13:33:03]:Datamatics Demo :as i have chaged it 
Agent Mia - Comm100 has sent a file: 2024-05-22T05-33-41-967Z.png
[2024/05/22 13:33:53]:Mia - Comm100:did you save it? the agent is still blank
[2024/05/22 13:34:18]:Datamatics Demo :i dont want task bot 
[2024/05/22 13:34:25]:Datamatics Demo :i want chat bot to work 
[2024/05/22 13:34:42]:Datamatics Demo :we can disable task bot as it is of no use 
Agent Mia - Comm100 has sent a file: 2024-05-22T05-34-56-187Z.png
[2024/05/22 13:35:14]:Mia - Comm100:Then move to pre chat, you can use pre chat form or disable the pre chat
[2024/05/22 13:36:58]:Datamatics Demo :ALREADY DID 
[2024/05/22 13:37:04]:Datamatics Demo :but still the same 
The visitor has sent a file: image.png
[2024/05/22 13:37:45]:Mia - Comm100:reopen the page please
[2024/05/22 13:37:51]:Mia - Comm100:It works on my end
Agent Mia - Comm100 has sent a file: 2024-05-22T05-37-51-373Z.png
The visitor has sent a file: image.png
[2024/05/22 13:38:16]:Datamatics Demo :still the same 
[2024/05/22 13:38:27]:Datamatics Demo :i m doing review also 
[2024/05/22 13:38:33]:Datamatics Demo :not coming 
Agent Mia - Comm100 has sent a file: 2024-05-22T05-38-57-964Z.png
[2024/05/22 13:39:17]:Mia - Comm100:In preview page, you also need to refresh the page
[2024/05/22 13:39:37]:Mia - Comm100:Close the chat and refresh the page to initiate a new chat
[2024/05/22 13:41:30]:Datamatics Demo :okay coming now thanks 
[2024/05/22 13:41:38]:Mia - Comm100:no problem
[2024/05/22 13:42:39]:Mia - Comm100:Is there anything else I can help you with today?
The visitor has left the chat.
The chat is ended.(2024/05/22 13:44:30)
",Support: Bot,Answered/Solved,Vancouver Partner
"Agent Max - Comm100 has joined the chat.
[2024/05/22 07:09:07]:Max - Comm100:Hello Tutku , thank you for contacting Comm100! How may I assist you?
[2024/05/22 07:09:17]:Tutku :hı
[2024/05/22 07:09:25]:Max - Comm100:Hello
[2024/05/22 07:09:26]:Tutku :ı wanna pay the bills
[2024/05/22 07:09:44]:Tutku :with same credit card
[2024/05/22 07:10:00]:Max - Comm100:To clear the due bill, please go to 'Global Settings' > 'Subsciption' Then click on the 'Pay Now' button.  

This article explains how you can pay an unpaid invoice from your account: [How to Clear an Unpaid Bill](https://dash11.comm100.io/kb/100/f9627b0c-6ff8-45c5-bdf5-b627f234d9bf/a/f2316a11-85bf-4c2d-8c8f-360d2bd1fae9/how-to-clear)
Agent Max - Comm100 has sent a file: 2024-05-21T23-10-47-571Z.png
Agent Max - Comm100 has sent a file: 2024-05-21T23-11-10-111Z.png
[2024/05/22 07:12:15]:Tutku :can you pay with my credit card?
Agent Max - Comm100 has requested a form """"Credit Card"""".
[2024/05/22 07:13:20]:Max - Comm100:if you provide the info in the form I can try to update your card
[2024/05/22 07:13:59]:Tutku :ım adding new card wait sec
[2024/05/22 07:14:01]:Tutku :pls
Visitor has submitted the form """"Credit Card"""".
[2024/05/22 07:15:37]:Tutku :it's done?
[2024/05/22 07:15:59]:Max - Comm100:one moment please
[2024/05/22 07:16:38]:Tutku :ok
[2024/05/22 07:17:10]:Max - Comm100:I have updated your card info, would you like me to try and charge your invoice bill?
[2024/05/22 07:17:25]:Tutku :yes please.
[2024/05/22 07:17:53]:Max - Comm100:Thank you, payment is made for $304 USD
[2024/05/22 07:18:07]:Tutku :Thanks a lot.
[2024/05/22 07:18:13]:Tutku :have a good day
Agent Max - Comm100 has sent a rating request to the visitor.
The visitor has left the chat.
The chat is ended.(2024/05/22 07:18:24)
",Billing: Payment Received,Answered/Solved,SMB & APAC ENT
"Agent Viki - Comm100 has joined the chat.
[2024/05/22 04:21:06]:Viki - Comm100:Hello 77.111.244.48, thank you for contacting Comm100! This is Viki, how may I help you?
[2024/05/22 04:21:33]:Visitor:Hello, we received such a warning. When is our payment due date?
The visitor has sent a file: image.png
[2024/05/22 04:22:06]:Viki - Comm100:Hi there, may I have your comm100 login email please?
[2024/05/22 04:22:16]:Visitor:egemen@milosbet.com
[2024/05/22 04:23:01]:Viki - Comm100:Thank you there, one moment please
[2024/05/22 04:23:12]:Visitor:sure, ı m wait thank you
[2024/05/22 04:23:42]:Viki - Comm100:Your next billing date is 05/22/2024
[2024/05/22 04:24:20]:Visitor:The last payment date is May 22. Is it true ?
[2024/05/22 04:24:31]:Viki - Comm100:And that's why you see that notification on your control panel
[2024/05/22 04:24:41]:Viki - Comm100:You will have 9 days to process your payment
[2024/05/22 04:24:53]:Viki - Comm100:so the final date will be 5/31
[2024/05/22 04:25:21]:Visitor:I may have panicked when I saw the warning. Thanks a lot.
[2024/05/22 04:25:28]:Visitor:see you later
[2024/05/22 04:25:31]:Visitor:thank you very much
[2024/05/22 04:25:39]:Viki - Comm100:No problem at all!
[2024/05/22 04:25:50]:Viki - Comm100:Please feel free to reach out if you need any assistance from us
[2024/05/22 04:25:59]:Viki - Comm100:Hope you have a nice day :)
[2024/05/22 04:27:24]:Visitor:🥰
Agent Viki - Comm100 has sent a rating request to the visitor.
[2024/05/22 04:27:54]:Viki - Comm100:Take care, bye for now.
The visitor has left the chat.
The chat is ended.(2024/05/22 04:29:30)
",Billing: General Inquiry,Answered/Solved,SMB & APAC ENT
"Agent Max - Comm100 has joined the chat.
[2024/05/22 03:29:30]:Max - Comm100:Hello 205.210.158.17, thank you for contacting Comm100! How may I assist you?
[2024/05/22 03:32:43]:Visitor:Hi Max, we have a chatbot setup embedded on our site...  however, the chat window pops up in another tab.  we've already configured with the embedded option (screenshot below)...  can you please advise.


The visitor has sent a file: image.png
[2024/05/22 03:33:13]:Max - Comm100:hello
[2024/05/22 03:33:17]:Max - Comm100:what is your website?
[2024/05/22 03:33:24]:Visitor:www.markham.ca
[2024/05/22 03:34:24]:Max - Comm100:How are you integrating Comm100 installation code to your site? copy pasting or are you using the API?
[2024/05/22 03:35:24]:Visitor:copy pasting the installation code provided on the com100 site
[2024/05/22 03:38:03]:Max - Comm100:one moment please
[2024/05/22 03:39:21]:Max - Comm100:how many campaigns do you have in your Comm100 dashboard?
[2024/05/22 03:41:21]:Max - Comm100:based on my testing embedded type is working fine on our end.  I am able to open the chat window within the page it's embedded to.  I also tested Popup and it worked as expected.  Are you sure you are using the correct campaign?
Agent Max - Comm100 has sent a file: 2024-05-21T19-42-22-659Z.png
Agent Max - Comm100 has sent a file: 2024-05-21T19-42-55-239Z.png
[2024/05/22 03:43:36]:Max - Comm100:Can you please double check you are editing the correct campaigns?
[2024/05/22 03:46:30]:Max - Comm100:Are you still there with me?
[2024/05/22 03:48:04]:Visitor:yes, i'm still here
[2024/05/22 03:48:46]:Visitor:yes, it is the correct campaign
[2024/05/22 03:51:25]:Max - Comm100:can you please go to your dashboard
[2024/05/22 03:51:31]:Max - Comm100:and give me the preview url of your chat
Agent Max - Comm100 has sent a file: 2024-05-21T19-52-01-974Z.png
[2024/05/22 03:52:08]:Max - Comm100:copy this url and paste it here please
[2024/05/22 03:52:42]:Admin :https://dash13.comm100.io/frontEnd/livechatpage/assets/livechat/previewpage/?campaignId=cbb6279f-8dec-4bcd-a7b2-7ec1d3944c2f&siteId=1000070&q=1716321151010&lang=en
[2024/05/22 03:55:54]:Max - Comm100:which campaign is currently available on your site?
[2024/05/22 03:55:57]:Max - Comm100:I see you have 4 campaigns
[2024/05/22 03:56:18]:Admin :Virtual Assistant
[2024/05/22 03:57:54]:Max - Comm100:from our side embedded is working fine on your campaign
Agent Max - Comm100 has sent a file: 2024-05-21T19-57-54-644Z.png
[2024/05/22 03:58:21]:Max - Comm100:I believe the issue is related to a conflict between your site code and the chat button
[2024/05/22 03:58:42]:Max - Comm100:I can see you have some type of custom code on your site as well, changing the look of the button adding some hover lines
[2024/05/22 03:58:52]:Max - Comm100:Are you able to check with your web developer on this behaviour?
[2024/05/22 04:01:57]:Admin :ok thanks.  but do you know what might have caused this conflict?  any known cause for this behaviour?
[2024/05/22 04:02:15]:Max - Comm100:Sorry I cannot find any issues within the comm100 code itself
[2024/05/22 04:03:53]:Max - Comm100:Is there anything else I can assist you with today?
[2024/05/22 04:04:34]:Admin :that is it for today.  thank you
[2024/05/22 04:04:45]:Max - Comm100:No worries, have a great day :)
Agent Max - Comm100 has left the chat.
The chat is ended.(2024/05/22 04:05:08)
","Support: Live Chat, Bot",Answered/Solved,Vancouver ENT
"Agent Viki - Comm100 has joined the chat.
[2024/05/22 02:24:44]:Viki - Comm100:Hello Sofia Martin [Support Agent] , thank you for contacting Comm100! This is Viki, how may I help you?
[2024/05/22 02:25:38]:Sofia Martin [Support Agent] :actually i want to extend my trial for one more days for some reasons can you please extend it??
[2024/05/22 02:25:55]:Viki - Comm100:Hi there, one moment please
[2024/05/22 02:26:07]:Sofia Martin [Support Agent] :ok
[2024/05/22 02:26:55]:Viki - Comm100:I just added one more day to your trial please refresh your page and check it again
[2024/05/22 02:27:13]:Sofia Martin [Support Agent] :okay thankyou
[2024/05/22 02:27:35]:Viki - Comm100:No problem there
[2024/05/22 02:27:42]:Viki - Comm100:Anything else I can help you with?
The visitor has left the chat.
The chat is ended.(2024/05/22 02:29:30)
",Billing: Ask for Extension,Answered/Solved,SMB & APAC ENT
"Agent Max - Comm100 has joined the chat.
[2024/05/22 02:01:53]:Max - Comm100:Hello Barlas , thank you for contacting Comm100! How may I assist you?
[2024/05/22 02:01:56]:Barlas :Hello, I click on the live support button, then I click on the Information Form field, and then I noticed that the field showing what to write for the information form field does not appear.
[2024/05/22 02:02:01]:Barlas :https://teamzone.gyazo.com/6037d95b649e3a5d312e287d506bdd3a
[2024/05/22 02:02:05]:Barlas :https://teamzone.gyazo.com/465e166a51bf3e91e30ab053b9d68c
[2024/05/22 02:02:10]:Barlas :https://teamzone.gyazo.com/beeb28428f7976db2ecc80e97a8af0bd
[2024/05/22 02:04:27]:Max - Comm100:can you please copy and paste the images here
[2024/05/22 02:04:30]:Max - Comm100:I cannot see your links
[2024/05/22 02:07:04]:Max - Comm100:Are you still connected?
[2024/05/22 02:12:30]:Max - Comm100:Are you still there with me?
[2024/05/22 02:21:19]:Barlas :one second
The visitor has sent a file: 465e166a51bf3e91e30ab053b9d68cf5.png
The visitor has sent a file: 6037d95b649e3a5d312e287d506bdd3a.png
The visitor has sent a file: beeb28428f7976db2ecc80e97a8af0bd.png
[2024/05/22 02:23:26]:Max - Comm100:What is the issue exactly?
[2024/05/22 02:31:30]:Max - Comm100:Are you still there with me?
[2024/05/22 02:33:36]:Max - Comm100:you will need to check your chatbot settings for when Message when a visitor starts a Chat, we cannot see your chatbot settings like so:
Agent Max - Comm100 has sent a file: 2024-05-21T18-33-35-777Z.png
[2024/05/22 02:33:48]:Barlas :only the last sentence of the message template in the last image I sent is visible
[2024/05/22 02:34:05]:Barlas :i will check
[2024/05/22 02:47:24]:Barlas :I'm leaving the chat area now. I'll log back in if I can't. Thanks.
[2024/05/22 02:47:32]:Max - Comm100:no worries
[2024/05/22 02:47:36]:Max - Comm100:have a great day
[2024/05/22 02:47:49]:Barlas :have a nice day
The visitor has left the chat.
The chat is ended.(2024/05/22 02:47:51)
",Support: Bot,Answered/Solved,SMB & APAC ENT
